"Date","IQDF.Open","IQDF.High","IQDF.Low","IQDF.Close","IQDF.Volume","IQDF.Adjusted"
2016-02-08,21.115,21.115,20.787,19.799999,414600,18.669806
2016-02-09,20.702,20.797,20.511,19.48,95300,18.368074
2016-02-10,20.829,20.935,20.638,19.49,240200,18.377502
2016-02-11,20.415,20.468,20.182,19.209999,109600,18.113483
2016-02-12,20.553,20.755,20.437,19.559999,67200,18.443508
2016-02-16,21.19,21.243,21.03,20.030001,62900,18.886681
2016-02-17,21.38,21.624,21.38,20.370001,41500,19.207273
2016-02-18,21.709,21.709,21.508,20.299999,228800,19.141266
2016-02-19,21.455,21.55,21.338,20.299999,37000,19.141266
2016-02-22,21.783,21.868,21.783,20.620001,49300,19.443003
2016-02-23,21.667,21.73,21.444,20.24,138800,19.084692
2016-02-24,21.094,21.412,20.977,20.190001,410100,19.037546
2016-02-25,21.455,21.656,21.402,20.4,53400,19.235559
2016-02-26,21.699,21.741,21.486,20.290001,147700,19.131842
2016-02-29,21.539,21.73,21.539,20.370001,52800,19.207273
2016-03-01,21.868,22.176,21.847,20.889999,51300,19.69759
2016-03-02,22.155,22.324,22.07,21.049999,51200,19.848457
2016-03-03,22.367,22.611,22.356,21.309999,63000,20.093615
2016-03-04,22.727,22.95,22.727,21.57,89800,20.338776
2016-03-07,22.632,22.908,22.632,21.549999,61300,20.319918
2016-03-08,22.727,22.727,22.558,21.299999,52800,20.084187
2016-03-09,22.664,22.791,22.653,21.4,30300,20.178478
2016-03-10,22.802,22.95,22.452,21.379999,72700,20.15962
2016-03-11,23.014,23.247,23.014,21.889999,316800,20.640507
2016-03-14,23.162,23.258,23.109,21.82,97000,20.574507
2016-03-15,22.855,22.929,22.791,21.6,76600,20.367064
2016-03-16,22.855,23.247,22.812,21.92,145900,20.668798
2016-03-17,23.321,23.565,23.247,22.18,421800,20.91396
2016-03-18,23.544,23.597,23.491,22.18,56300,20.91396
2016-03-21,23.295,23.38,23.253,22.09,58000,20.918692
2016-03-22,23.095,23.295,23.063,22,50000,20.833464
2016-03-23,23.084,23.084,22.873,21.700001,55200,20.549374
2016-03-24,22.609,22.767,22.545,21.540001,68700,20.397856
2016-03-28,22.862,23.422,22.831,21.68,78800,20.530432
2016-03-29,22.725,23.158,22.683,21.93,71800,20.767176
2016-03-30,23.38,23.506,23.348,22.200001,34600,21.02286
2016-03-31,23.39,23.422,23.264,22.08,75500,20.909222
2016-04-01,22.978,23.105,22.841,21.870001,46400,20.710361
2016-04-04,23.137,23.147,23.01,21.83,59200,20.672478
2016-04-05,22.63,22.651,22.535,21.389999,128800,20.255808
2016-04-06,22.598,22.862,22.577,21.65,54200,20.50202
2016-04-07,22.63,22.63,22.408,21.32,102800,20.189518
2016-04-08,22.905,22.989,22.873,21.690001,40800,20.5399
2016-04-11,23.147,23.242,23.084,21.870001,508400,20.710361
2016-04-12,23.274,23.538,23.179,22.209999,46600,21.032328
2016-04-13,23.749,23.802,23.654,22.52,499300,21.32589
2016-04-14,23.823,23.834,23.76,22.530001,114700,21.335361
2016-04-15,23.77,23.834,23.749,22.49,47100,21.29748
2016-04-18,23.749,23.971,23.686,22.67,168000,21.467936
2016-04-19,24.151,24.298,24.151,22.98,108500,21.761499
2016-04-20,24.182,24.383,24.172,22.99,183100,21.770969
2016-04-21,24.203,24.203,24.003,22.790001,96200,21.581577
2016-04-22,24.034,24.119,23.96,22.780001,112000,21.572104
2016-04-25,23.992,23.992,23.897,22.66,54500,21.458466
2016-04-26,24.108,24.119,24.034,22.83,32200,21.619453
2016-04-27,24.066,24.172,23.971,22.860001,52100,21.647861
2016-04-28,23.887,24.098,23.855,22.610001,38300,21.411119
2016-04-29,24.003,24.003,23.76,22.620001,107800,21.420589
2016-05-02,23.929,24.024,23.918,22.74,92000,21.534227
2016-05-03,23.728,23.728,23.538,22.290001,65700,21.108088
2016-05-04,23.38,23.432,23.2,22.01,123300,20.842934
2016-05-05,23.327,23.359,23.221,22.040001,131500,20.871346
2016-05-06,23.147,23.285,23.137,22.02,361400,20.852404
2016-05-09,23.253,23.295,23.158,21.969999,332700,20.805054
2016-05-10,23.285,23.496,23.285,22.25,242500,21.070208
2016-05-11,23.348,23.454,23.295,22.1,93400,20.928162
2016-05-12,23.528,23.538,23.232,22.040001,69500,20.871346
2016-05-13,23.063,23.147,22.978,21.780001,70700,20.625128
2016-05-16,23.137,23.285,23.137,22.030001,130700,20.861874
2016-05-17,23.179,23.274,23.084,21.860001,120900,20.700886
2016-05-18,23.063,23.264,22.968,21.809999,97000,20.653538
2016-05-19,22.894,22.926,22.799,21.68,65000,20.530432
2016-05-20,23.052,23.116,23.031,21.82,83700,20.663006
2016-05-23,23,23.052,22.957,21.76,122300,20.60619
2016-05-24,23.147,23.295,23.147,22.049999,1902800,20.880814
2016-05-25,23.39,23.506,23.39,22.23,91300,21.051266
2016-05-26,23.633,23.633,23.538,22.32,87600,21.136494
2016-05-27,23.549,23.549,23.464,22.25,42600,21.070208
2016-05-31,23.612,23.623,23.337,22.15,88800,20.975508
2016-06-01,23.264,23.369,23.232,22.110001,104500,20.937632
2016-06-02,23.221,23.38,23.221,22.110001,56600,20.937632
2016-06-03,23.506,23.601,23.411,22.33,69800,21.145967
2016-06-06,23.686,23.802,23.675,22.49,177500,21.29748
2016-06-07,23.908,24.024,23.908,22.700001,125700,21.496347
2016-06-08,24.066,24.129,24.034,22.799999,138400,21.591043
2016-06-09,23.76,23.834,23.739,22.549999,74500,21.3543
2016-06-10,23.369,23.38,23.137,21.98,96400,20.814522
2016-06-13,22.989,23.073,22.841,21.67,153900,20.520962
2016-06-14,22.693,22.725,22.461,21.370001,68500,20.236872
2016-06-15,22.746,22.883,22.704,21.52,68100,20.378914
2016-06-16,22.377,22.704,22.229,21.49,240000,20.350504
2016-06-17,22.831,22.968,22.778,21.719999,40600,20.56831
2016-06-20,22.85,22.871,22.767,21.889999,62200,21.046902
2016-06-21,22.881,23.037,22.881,22.030001,112600,21.181511
2016-06-22,22.996,23.079,22.892,22.01,128700,21.162281
2016-06-23,23.276,23.453,23.172,22.530001,71600,21.662252
2016-06-24,21.789,22.195,21.727,20.889999,194900,20.085419
2016-06-27,21.498,21.498,21.165,20.57,271300,19.777742
2016-06-28,21.841,21.956,21.737,21.1,234700,20.287331
2016-06-29,22.32,22.434,22.32,21.530001,109600,20.700769
2016-06-30,22.496,22.756,22.465,21.879999,287900,21.037287
2016-07-01,22.798,22.871,22.788,21.969999,28900,21.123823
2016-07-05,22.528,22.569,22.382,21.540001,245700,20.710382
2016-07-06,22.153,22.372,22.132,21.51,243900,20.68154
2016-07-07,22.424,22.455,22.195,21.41,111800,20.58539
2016-07-08,22.559,22.642,22.507,21.76,45600,20.921909
2016-07-11,22.85,22.954,22.85,22,115200,21.152666
2016-07-12,23.193,23.245,23.131,22.280001,138700,21.421883
2016-07-13,23.214,23.214,23.131,22.299999,57400,21.441113
2016-07-14,23.433,23.453,23.37,22.52,102400,21.652637
2016-07-15,23.349,23.381,23.297,22.48,39300,21.61418
2016-07-18,23.256,23.401,23.245,22.469999,38500,21.604563
2016-07-19,23.172,23.224,23.12,22.280001,79900,21.421883
2016-07-20,23.204,23.308,23.162,22.370001,82700,21.508417
2016-07-21,23.256,23.329,23.183,22.34,107700,21.47957
2016-07-22,23.318,23.318,23.245,22.4,151100,21.53726
2016-07-25,23.37,23.37,23.245,22.43,591400,21.566105
2016-07-26,23.391,23.443,23.339,22.52,30500,21.652637
2016-07-27,23.568,23.578,23.391,22.629999,28300,21.758404
2016-07-28,23.609,23.609,23.453,22.629999,98800,21.758404
2016-07-29,23.599,23.745,23.578,22.809999,246100,21.931467
2016-08-01,24.233,24.233,23.516,22.629999,148200,21.758404
2016-08-02,23.537,23.537,23.36,22.540001,93500,21.671869
2016-08-03,23.214,23.349,23.214,22.450001,32200,21.585335
2016-08-04,23.443,23.537,23.443,22.6,70300,21.729557
2016-08-05,23.557,23.661,23.557,22.719999,64300,21.844934
2016-08-08,23.682,23.734,23.672,22.790001,225200,21.912241
2016-08-09,23.817,23.953,23.817,22.98,112400,22.094919
2016-08-10,24.036,24.057,23.942,23.040001,83200,22.152611
2016-08-11,24.015,24.15,24.015,23.209999,81600,22.316063
2016-08-12,24.098,24.109,23.994,23.110001,119700,22.219913
2016-08-15,24.067,24.161,24.067,23.200001,58000,22.30645
2016-08-16,24.077,24.119,24.046,23.139999,60800,22.248758
2016-08-17,23.942,24.088,23.859,23.120001,75100,22.229528
2016-08-18,24.046,24.181,24.046,23.24,50500,22.344908
2016-08-19,23.88,24.025,23.88,23.09,36100,22.200686
2016-08-22,23.901,23.973,23.859,23.049999,74800,22.162226
2016-08-23,24.109,24.14,24.005,23.1,52800,22.210302
2016-08-24,23.963,24.015,23.921,23.02,36300,22.133381
2016-08-25,23.88,23.932,23.859,22.969999,118600,22.085304
2016-08-26,23.901,24.067,23.599,22.76,91600,21.883394
2016-08-29,23.651,23.786,23.651,22.870001,39800,21.989159
2016-08-30,23.755,23.807,23.693,22.809999,48800,21.931467
2016-08-31,23.682,23.713,23.568,22.709999,40100,21.835318
2016-09-01,23.682,23.734,23.609,22.809999,47800,21.931467
2016-09-02,23.911,23.984,23.88,23.059999,54400,22.171841
2016-09-06,24.046,24.223,24.046,23.27,36200,22.373751
2016-09-07,24.223,24.254,24.14,23.27,102700,22.373751
2016-09-08,24.233,24.275,24.161,23.27,53900,22.373751
2016-09-09,23.953,23.973,23.682,22.77,106600,21.893011
2016-09-12,23.474,23.828,23.474,22.9,179100,22.018002
2016-09-13,23.485,23.495,23.245,22.42,59400,21.55649
2016-09-14,23.297,23.422,23.276,22.41,93700,21.546875
2016-09-15,23.339,23.609,23.329,22.67,51300,21.796858
2016-09-16,23.297,23.349,23.256,22.379999,70000,21.518028
2016-09-19,22.983,23.045,22.891,22.290001,185600,21.66617
2016-09-20,23.066,23.096,23.014,22.370001,59500,21.743933
2016-09-21,23.24,23.446,23.158,22.77,69900,22.132736
2016-09-22,23.703,23.755,23.611,22.950001,105000,22.307699
2016-09-23,23.487,23.539,23.436,22.790001,191900,22.152176
2016-09-26,23.23,23.271,23.199,22.559999,92000,21.928612
2016-09-27,23.148,23.333,23.138,22.67,82000,22.035534
2016-09-28,23.374,23.518,23.261,22.85,113600,22.210497
2016-09-29,23.446,23.528,23.21,22.59,156600,21.957775
2016-09-30,23.302,23.477,23.292,22.77,100900,22.132736
2016-10-03,23.354,23.426,23.333,22.74,86300,22.103575
2016-10-04,23.487,23.528,23.302,22.66,97300,22.025816
2016-10-05,23.467,23.549,23.426,22.84,205500,22.200777
2016-10-06,23.426,23.467,23.384,22.799999,43900,22.161896
2016-10-07,23.446,23.446,23.199,22.700001,55800,22.064695
2016-10-10,23.415,23.487,23.415,22.77,16100,22.132736
2016-10-11,23.333,23.333,23.035,22.43,68700,21.80225
2016-10-12,22.973,23.076,22.963,22.360001,43800,21.734209
2016-10-13,22.798,23.004,22.747,22.32,66600,21.695328
2016-10-14,23.076,23.138,22.973,22.33,40200,21.705051
2016-10-17,22.942,22.973,22.901,22.280001,37800,21.656448
2016-10-18,23.179,23.189,23.117,22.5,132800,21.870291
2016-10-19,23.22,23.292,23.21,22.610001,55100,21.977213
2016-10-20,23.189,23.323,23.189,22.65,188900,22.016094
2016-10-21,23.107,23.23,23.107,22.559999,97200,21.928612
2016-10-24,23.292,23.292,23.199,22.6,258700,21.967493
2016-10-25,23.22,23.282,23.189,22.57,169200,21.938332
2016-10-26,23.117,23.199,23.086,22.459999,139900,21.831409
2016-10-27,23.127,23.189,23.076,22.43,101700,21.80225
2016-10-28,23.096,23.148,23.024,22.440001,96700,21.811974
2016-10-31,23.096,23.148,23.066,22.49,146100,21.860571
2016-11-01,23.21,23.21,22.932,22.370001,79800,21.743933
2016-11-02,22.994,23.024,22.819,22.24,62500,21.617567
2016-11-03,22.891,22.922,22.808,22.17,20500,21.549526
2016-11-04,22.644,22.664,22.52,21.889999,104700,21.277363
2016-11-07,22.829,22.911,22.829,22.27,58400,21.64673
2016-11-08,22.87,23.127,22.87,22.4,102200,21.773092
2016-11-09,22.736,22.952,22.716,22.25,70400,21.627287
2016-11-10,22.88,22.901,22.644,22.059999,53000,21.442606
2016-11-11,22.592,22.654,22.448,21.99,199800,21.374565
2016-11-14,22.428,22.448,22.304,21.809999,101600,21.199602
2016-11-15,22.428,22.603,22.428,21.950001,77100,21.335686
2016-11-16,22.294,22.376,22.294,21.709999,43600,21.1024
2016-11-17,22.387,22.52,22.387,21.799999,80300,21.189882
2016-11-18,22.315,22.345,22.273,21.690001,129300,21.082962
2016-11-21,22.428,22.5,22.407,21.870001,104200,21.257925
2016-11-22,22.582,22.623,22.52,21.98,187300,21.364845
2016-11-23,22.325,22.469,22.325,21.83,76400,21.219044
2016-11-25,22.603,22.603,22.551,21.940001,13400,21.325966
2016-11-28,22.52,22.603,22.52,21.91,57700,21.296804
2016-11-29,22.561,22.664,22.52,21.959999,124400,21.345402
2016-11-30,22.757,22.757,22.644,22.02,179700,21.403727
2016-12-01,22.592,22.654,22.541,21.93,112500,21.316246
2016-12-02,22.531,22.644,22.531,21.969999,65300,21.355125
2016-12-05,22.736,22.819,22.716,22.15,172500,21.530088
2016-12-06,22.839,23.024,22.839,22.379999,90700,21.753649
2016-12-07,23.055,23.374,23.055,22.68,105000,22.045254
2016-12-08,23.271,23.374,23.251,22.67,84500,22.035534
2016-12-09,23.282,23.405,23.282,22.74,115000,22.103575
2016-12-12,23.384,23.426,23.364,22.73,117700,22.093857
2016-12-13,23.58,23.673,23.528,22.93,86000,22.288258
2016-12-14,23.528,23.549,23.148,22.5,91200,21.870291
2016-12-15,23.127,23.24,23.127,22.559999,104300,21.928612
2016-12-16,23.148,23.199,23.096,22.49,103700,21.860571
2016-12-19,23.189,23.189,23.076,22.43,376900,21.80225
2016-12-20,23.179,23.189,23.096,22.52,278600,21.889734
2016-12-21,23.189,23.21,23.158,22.530001,155100,21.899452
2016-12-22,22.78,22.79,22.719,22.290001,94000,21.839987
2016-12-23,22.698,22.78,22.698,22.309999,318600,21.859583
2016-12-27,22.77,22.851,22.77,22.379999,317400,21.928169
2016-12-28,22.79,22.831,22.739,22.309999,168100,21.859583
2016-12-29,22.943,22.953,22.872,22.450001,113500,21.996758
2016-12-30,23.086,23.086,22.933,22.52,268200,22.065344
2017-01-03,23.045,23.127,23.045,22.629999,133300,22.173122
2017-01-04,23.27,23.372,23.239,22.9,129600,22.437672
2017-01-05,23.443,23.586,23.443,23.09,76800,22.623837
2017-01-06,23.474,23.484,23.413,22.99,157600,22.525854
2017-01-09,23.321,23.433,23.311,22.93,141900,22.467068
2017-01-10,23.402,23.433,23.351,22.9,42300,22.437672
2017-01-11,23.28,23.535,23.28,23.059999,73500,22.594442
2017-01-12,23.586,23.596,23.515,23.08,64900,22.614038
2017-01-13,23.596,23.627,23.535,23.139999,177600,22.672825
2017-01-17,23.607,23.607,23.525,23.07,123800,22.60424
2017-01-18,23.464,23.515,23.382,22.950001,85500,22.486664
2017-01-19,23.423,23.423,23.331,22.940001,101300,22.476864
2017-01-20,23.474,23.505,23.413,23.030001,105100,22.565048
2017-01-23,23.515,23.566,23.464,23.08,63100,22.614038
2017-01-24,23.535,23.698,23.535,23.190001,89800,22.721817
2017-01-25,23.78,23.872,23.78,23.389999,72200,22.917778
2017-01-26,23.852,23.852,23.78,23.32,154000,22.849192
2017-01-27,23.78,23.811,23.729,23.309999,71600,22.839394
2017-01-30,23.637,23.658,23.566,23.18,292200,22.712021
2017-01-31,23.658,23.698,23.586,23.200001,248600,22.731617
2017-02-01,23.831,23.831,23.688,23.309999,145100,22.839394
2017-02-02,23.831,23.831,23.729,23.299999,112800,22.829596
2017-02-03,23.811,23.913,23.79,23.4,112100,22.927578
2017-02-06,23.719,23.719,23.647,23.219999,111500,22.751211
2017-02-07,23.627,23.647,23.596,23.15,115600,22.682625
2017-02-08,23.647,23.739,23.637,23.24,136000,22.770807
2017-02-09,23.831,23.862,23.801,23.34,72400,22.868788
2017-02-10,23.862,23.974,23.862,23.459999,172000,22.986364
2017-02-13,24.025,24.076,24.005,23.57,112900,23.094145
2017-02-14,24.045,24.107,23.954,23.59,176700,23.113741
2017-02-15,23.984,24.229,23.984,23.73,176000,23.250916
2017-02-16,24.29,24.321,24.26,23.809999,134700,23.329298
2017-02-17,24.199,24.26,24.168,23.77,103200,23.290108
2017-02-21,24.28,24.341,24.28,23.809999,231300,23.329298
2017-02-22,24.229,24.321,24.209,23.82,81200,23.339098
2017-02-23,24.403,24.474,24.382,23.889999,92700,23.407684
2017-02-24,24.117,24.199,24.117,23.68,48900,23.201925
2017-02-27,24.056,24.127,24.056,23.620001,31800,23.143137
2017-02-28,24.127,24.137,24.015,23.549999,70500,23.074549
2017-03-01,24.158,24.352,24.158,23.84,155000,23.358694
2017-03-02,24.188,24.199,24.107,23.639999,62300,23.162731
2017-03-03,24.209,24.301,24.158,23.780001,119900,23.299908
2017-03-06,24.199,24.25,24.178,23.719999,133100,23.241116
2017-03-07,24.188,24.199,24.127,23.67,70400,23.192127
2017-03-08,24.107,24.107,23.954,23.469999,140500,22.996164
2017-03-09,24.015,24.045,23.954,23.52,150700,23.045155
2017-03-10,24.209,24.239,24.137,23.75,94200,23.270512
2017-03-13,24.331,24.392,24.311,23.9,40600,23.417482
2017-03-14,24.229,24.26,24.178,23.73,89900,23.250916
2017-03-15,24.26,24.648,24.26,24.129999,83000,23.642838
2017-03-16,24.79,24.801,24.729,24.27,247900,23.780014
2017-03-17,24.872,24.903,24.821,24.360001,153200,23.868196
2017-03-20,24.694,24.724,24.612,24.27,100500,23.873114
2017-03-21,24.856,24.856,24.531,24.129999,175600,23.735403
2017-03-22,24.45,24.582,24.44,24.17,80100,23.77475
2017-03-23,24.501,24.663,24.501,24.190001,63700,23.794422
2017-03-24,24.633,24.745,24.633,24.299999,99900,23.902622
2017-03-27,24.694,24.775,24.633,24.34,91600,23.941969
2017-03-28,24.795,24.897,24.785,24.450001,94800,24.050171
2017-03-29,24.795,24.867,24.745,24.43,106700,24.030499
2017-03-30,24.816,24.836,24.745,24.35,53800,23.951805
2017-03-31,24.694,24.765,24.673,24.309999,44700,23.912458
2017-04-03,24.684,24.755,24.531,24.27,101100,23.873114
2017-04-04,24.612,24.714,24.582,24.309999,68500,23.912458
2017-04-05,24.694,24.755,24.582,24.190001,75400,23.794422
2017-04-06,24.602,24.643,24.562,24.209999,65100,23.814095
2017-04-07,24.572,24.623,24.551,24.18,88500,23.784586
2017-04-10,24.551,24.562,24.521,24.139999,133400,23.745239
2017-04-11,24.633,24.684,24.531,24.26,122300,23.863277
2017-04-12,24.623,24.684,24.541,24.25,76100,23.853441
2017-04-13,24.602,24.623,24.511,24.110001,115600,23.715731
2017-04-17,24.633,24.704,24.612,24.280001,137100,23.882952
2017-04-18,24.49,24.521,24.409,24.08,130800,23.68622
2017-04-19,24.541,24.541,24.379,23.98,102600,23.587856
2017-04-20,24.602,24.643,24.592,24.209999,132700,23.814095
2017-04-21,24.602,24.602,24.531,24.16,110500,23.764912
2017-04-24,25.131,25.172,25.08,24.75,94800,24.345264
2017-04-25,25.283,25.344,25.253,24.91,228400,24.502647
2017-04-26,25.263,25.304,25.212,24.82,192700,24.41412
2017-04-27,25.253,25.253,25.121,24.77,54900,24.364939
2017-04-28,25.212,25.233,25.172,24.790001,181900,24.384611
2017-05-01,25.304,25.314,25.243,24.83,142900,24.423956
2017-05-02,25.395,25.436,25.365,25.02,91900,24.610849
2017-05-03,25.344,25.385,25.294,24.93,668100,24.522322
2017-05-04,25.365,25.416,25.344,24.99,115900,24.581339
2017-05-05,25.466,25.68,25.466,25.26,147800,24.846924
2017-05-08,25.599,25.599,25.507,25.129999,64900,24.719049
2017-05-09,25.558,25.558,25.466,25.08,82900,24.669868
2017-05-10,25.548,25.558,25.497,25.139999,165200,24.728886
2017-05-11,25.416,25.497,25.365,25.08,60400,24.669868
2017-05-12,25.527,25.619,25.527,25.190001,212300,24.77807
2017-05-15,25.751,25.792,25.721,25.35,100500,24.935453
2017-05-16,25.965,25.965,25.924,25.52,164400,25.102673
2017-05-17,25.843,25.873,25.67,25.26,106800,24.846924
2017-05-18,25.517,25.578,25.405,25.1,89500,24.689541
2017-05-19,25.792,25.914,25.792,25.459999,95900,25.043653
2017-05-22,25.934,25.985,25.893,25.530001,63200,25.112511
2017-05-23,26.046,26.046,25.954,25.540001,213700,25.122347
2017-05-24,25.954,26.046,25.934,25.620001,182900,25.201038
2017-05-25,26.107,26.117,26.026,25.629999,186900,25.210873
2017-05-26,25.965,25.975,25.924,25.549999,99900,25.132181
2017-05-30,25.954,25.985,25.934,25.530001,33900,25.112511
2017-05-31,26.066,26.066,25.944,25.549999,111300,25.132181
2017-06-01,26.005,26.046,25.944,25.6,87600,25.181364
2017-06-02,26.198,26.249,26.137,25.809999,61100,25.38793
2017-06-05,26.137,26.137,26.087,25.68,107000,25.260057
2017-06-06,26.046,26.066,26.015,25.629999,38500,25.210873
2017-06-07,26.046,26.107,25.914,25.59,98500,25.171528
2017-06-08,25.944,26.015,25.924,25.59,119700,25.171528
2017-06-09,25.924,25.995,25.822,25.469999,225300,25.05349
2017-06-12,25.904,25.924,25.802,25.440001,157900,25.023981
2017-06-13,25.995,26.026,25.944,25.57,121300,25.151855
2017-06-14,26.137,26.168,25.924,25.549999,53500,25.132181
2017-06-15,25.67,25.771,25.619,25.34,62000,24.925617
2017-06-16,25.873,25.924,25.802,25.5,38100,25.083
2017-06-19,25.16,25.2,25.15,25.16,114400,25.16
2017-06-20,25.15,25.15,24.93,24.950001,67700,24.950001
2017-06-21,24.94,24.96,24.85,24.92,75800,24.92
2017-06-22,24.94,25,24.91,24.950001,123300,24.950001
2017-06-23,24.98,25.03,24.92,25.01,130500,25.01
2017-06-26,25.23,25.24,25.11,25.15,122600,25.15
2017-06-27,25.16,25.17,25.05,25.1,93300,25.1
2017-06-28,25.23,25.36,25.18,25.35,172500,25.35
2017-06-29,25.28,25.28,25.03,25.1,69200,25.1
2017-06-30,NA,NA,NA,NA,NA,NA
2017-07-03,25.18,25.2,25.17,25.190001,70600,25.190001
2017-07-07,25.01,25.11,24.99,25.110001,60856,25.110001
